                         --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                            
                                                                                                                                                                                                                                                
CONTAS A SEREM INATIVADAS        12/05/2014        16:42:40        - 1 -                                                                                                                                                                        
                                                                                                                                                                                                                                                
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           CUSTOMER-INFO            PHONE                     TOTAL-DELINQ             INTEREST                                                             
-------- ------------------ --------------------------------------------- -------------------- ------------------------ ----------------- -------------------- --------------------                                                             
010102   000007336000186002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000077144000146001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000089238000135001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000121986000239001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000121986000239002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000158948000170002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000158948000170003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000199249000178002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000199249000178005 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000199249000178006 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000199249000178007 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000199249000178009 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000260413000105001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000262302000138001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000279050000230001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000311076000138001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000352294000110001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000382069000127001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000391959000103001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000391959000103002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000391959000103003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000414673000198002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000414673000198003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000517645000104002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000549937000110001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000555759000130001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000562490000110001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000623469000187002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000673788000105001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000679427000168001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000679644000158003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000693410000165002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000701620000158001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000730168000152001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000829821000135001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000829821000135002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000972247000170004 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000972247000170005 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000986742000138001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000986742000138003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   000988972000136002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001000786000100004 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001000786000100005 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001016179000138007 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001021560000195001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001021560000195002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001083194000107001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001091310000121001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001092082000104001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001157555000104001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001238147000187003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001242273000105002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001253053000187001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001257187000176004 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
                                                                                                                                                                                                                                                
CONTAS A SEREM INATIVADAS        12/05/2014        16:42:40        - 2 -                                                                                                                                                                        
                                                                                                                                                                                                                                                
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           CUSTOMER-INFO            PHONE                     TOTAL-DELINQ             INTEREST                                                             
-------- ------------------ --------------------------------------------- -------------------- ------------------------ ----------------- -------------------- --------------------                                                             
010102   001275453000193001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001367751000103001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001412262000126003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001428423000170001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001430687000168002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001506641000185001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001522035000153001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001522035000153002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001526151000140002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001526151000140003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001526151000140005 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001526151000140006 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001557605000140001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001682234000129001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001682234000129002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001682234000129003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001792042000175002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001803620000121002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001827177000129001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001896036000168003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001896036000168004 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001930887000180001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001933277000130001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001943241000137001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001948775000156001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   001952841000161001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002054505000164001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002128499000142003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002130405000250001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002130405000250002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002162471000121001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002183757000193001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002193702000164002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002203430000136003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002203430000136004 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002203430000136005 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002256114000122003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002256114000122004 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002300858000105001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002303536000101004 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002307922000252001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002326411000105001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002326411000105002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002332089000119001 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002332089000119003 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002332089000119004 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002363618000141013 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002373973000100002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
010102   002414858000128002 INATIVAR CONTA                                999999999999999      000000306000148          00000000000000000                    0                    0                                                             
