                         --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                                                     --- INICIO DO R
                                                                                                                                                                                                        
CONTAS A SEREM INATIVADAS - CARTAO        21/05/2014        14:47:52        - 1 -                                                                                                                       
                                                                                                                                                                                                        
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           CUSTOMER-INFO            PHONE                     TOTAL-DELINQ             INTEREST                     
-------- ------------------ --------------------------------------------- -------------------- ------------------------ ----------------- -------------------- --------------------                     
101010   004066551000000880 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000003751 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000005459 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000006226 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000007133 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000009634 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000011648 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000012265 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000014204 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000014717 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000016407 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000016746 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000017736 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000018866 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000018940 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000019492 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000019526 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000020730 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000021092 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000021407 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000021852 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000022306 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000024427 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000025606 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000026935 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
101010   004066551000027602 INATIVAR CONTA1                               999999999999999      999999999999999          00000000000000000                    0                    0                     
