                         --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                            
                                                                                                                                                                
CONTAS A SEREM INATIVADAS        28/04/2014        15:07:32        - 1 -                                                                                        
                                                                                                                                                                
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           PHONE                     TOTAL-DELINQ             INTEREST      
-------- ------------------ --------------------------------------------- -------------------- ----------------- -------------------- --------------------      
101010   004066551000000880 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000003751 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000005459 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000006226 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000007133 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000009022 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000009402 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000009634 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000011648 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000012265 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000014204 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000014717 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000016407 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000017736 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000018866 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000019492 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000019526 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000020730 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000021092 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000021407 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000022306 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000024427 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000025606 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000026935 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000027602 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000028907 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000030002 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000030515 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000030846 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000030960 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000032693 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000033642 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000034665 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000034723 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000036355 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000038047 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000039136 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000040241 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000041512 INATIVAR CONTA                                327161090000087      00000000000000000                    0                    0      
101010   004066551000041645 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000041769 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000042445 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000042635 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000045216 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000045745 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000046230 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000046792 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000047402 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000048871 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000049630 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000051503 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000053301 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000054200 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000054259 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
                                                                                                                                                                
CONTAS A SEREM INATIVADAS        28/04/2014        15:07:32        - 2 -                                                                                        
                                                                                                                                                                
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           PHONE                     TOTAL-DELINQ             INTEREST      
-------- ------------------ --------------------------------------------- -------------------- ----------------- -------------------- --------------------      
101010   004066551000055959 INATIVAR CONTA                                780712329000004      00000000000000000                    0                    0      
101010   004066551000056023 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000056064 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000056429 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000056759 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000056767 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000058060 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000058201 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000058839 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000058961 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000059001 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000061049 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000063797 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000064704 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000065115 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000066113 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000066154 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000067053 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000069257 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000070198 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000070537 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000070974 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000071253 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000072020 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000072285 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000074018 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000075049 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000075460 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000075577 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000077128 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000077672 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000079470 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000079900 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000080593 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000081484 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000081716 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000081799 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000081930 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000082524 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000084470 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000085576 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000086780 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000087135 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000087960 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000088554 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000089511 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000089867 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000089917 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000090170 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000092341 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000093091 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000095500 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000096490 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000098595 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
                                                                                                                                                                
CONTAS A SEREM INATIVADAS        28/04/2014        15:07:32        - 3 -                                                                                        
                                                                                                                                                                
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           PHONE                     TOTAL-DELINQ             INTEREST      
-------- ------------------ --------------------------------------------- -------------------- ----------------- -------------------- --------------------      
101010   004066551000098884 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000099551 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000105127 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000107081 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000107727 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000108402 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000111414 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000114806 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000116249 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000116850 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000117320 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000117429 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000118518 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000120282 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000121504 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000123294 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000124284 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000125653 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000126552 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000128236 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000128624 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000129390 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000130034 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000130380 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000130778 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000131339 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000132923 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000133467 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000134671 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000135280 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000136809 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000136882 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000137971 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000138573 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000139787 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000141957 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000141999 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000143995 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000145313 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000146022 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000146592 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000148788 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000152541 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000152798 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000153473 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000153614 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000154760 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000155700 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000156088 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000156203 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000156716 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000158332 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000158381 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000158936 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
                                                                                                                                                                
CONTAS A SEREM INATIVADAS        28/04/2014        15:07:32        - 4 -                                                                                        
                                                                                                                                                                
LOCATION CONTA CACS         CUSTOMER NAME                                 SOCIAL SEC           PHONE                     TOTAL-DELINQ             INTEREST      
-------- ------------------ --------------------------------------------- -------------------- ----------------- -------------------- --------------------      
101010   004066551000159413 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000159728 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000160247 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000160536 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000161666 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000162235 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000162706 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000162938 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000164397 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
101010   004066551000165188 INATIVAR CONTA                                999999999999999      00000000000000000                    0                    0      
