                         --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                            
                                                                                                                                                                                                                                                
SAIDA DO ARUIVO 768        18/07/2014        10:44:45        - 1 -                                                                                                                                                                              
                                                                                                                                                                                                                                                
EMPRESA   AGEN           NUM CL   DT VENC. TP PEND   DT PAGTO   VL COBRANCA    VL PARCELA       JR 12AA      CORRECAO        VL IOF   VL REMUN   VL MORAT   VL MULTA      VL TOTAL   VL TX TARIF  TX.REM                                        
------- ------ ---------------- ---------- ------- ---------- ------------- ------------- ------------- ------------- ------------- ---------- ---------- ---------- ------------- ------------- -------                                        
   4025      5  200733400539001   27041998 7         30111998        124,71          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200733400540001    5061998 7         30111998        100,26          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200733400541001   10081998 7                0      1.287,33        139,64      1.045,76         65,67          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200733400542001   25061998 7         30111998         67,81          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200733400543001   25081998 7         30111998         65,73          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200815100420001   17081998 7         30111998         72,33          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200815100421001   15071998 7                0      1.343,15        143,77      1.093,16         69,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200815100422001   17081998 7                0      1.319,32        143,77      1.071,20         67,15          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200815100423001   15061998 7                0      1.361,26        143,77      1.110,28         69,94          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200815100424001   10071998 7         30111998         73,48          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025      5  200815100425001   10081998 7         30111998         72,30          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     47  201021104669001   10061998 7         30111998         74,46          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     59  201109007091001   20081998 7         13032002        739,32          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     73  200505904943001   20071998 7         13032002        357,33          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     76  200936510829001   21091998 7         13032002        726,02          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     87  201036510714001   15091998 7                0      1.801,72        199,45      1.459,77         90,80          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     87  201036510715001   15101998 7                0      1.773,51        199,45      1.433,72         88,54          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     87  201036510716001   17081998 7                0      1.830,31        199,45      1.486,09         93,16          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     87  201036510717001   16111998 7                0      1.743,80        199,45      1.406,32         86,28          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     91  200914910882001   16081999 7                0      1.526,46        199,45      1.204,53         70,77          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     91  201027312964001   15091998 7         30111998        109,73          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
   4025     95  201103113473001   15101998 7         30111998        102,89          0,00          0,00          0,00          0,00       0,00       0,00       0,00          0,00          0,00    0,00                                        
